mondo_id,mondo_name,depth
MONDO:0021443,benign neoplasm of lymph node,4
MONDO:0021445,benign neoplasm of oral cavity,4
MONDO:0016019,Rasmussen subacute encephalitis,4
MONDO:0016027,benign neonatal seizures,4
MONDO:0021075,neoplastic polyp,4
MONDO:0021080,blood vessel neoplasm,4
MONDO:0021081,anti-NMDA receptor encephalitis,4
MONDO:0021083,congenital fibrosis of extraocular muscles type 1,4
MONDO:0021085,gastric neoplasm,4
MONDO:0007072,ADULT syndrome,4
MONDO:0015496,macroglossia,4
MONDO:0011546,"heterotaxy, visceral, 2, autosomal",4
MONDO:0020699,biotin metabolic disease,4
MONDO:0020701,brachydactyly type A1A,4
MONDO:0021069,malignant endocrine neoplasm,4
MONDO:0021071,laryngeal neoplasm,4
MONDO:0015477,pinnae fistula or cyst,4
MONDO:0015491,immune complex mediated vasculitis,4
MONDO:0009198,congenital lethal erythroderma,4
MONDO:0009202,Thakker-Donnai syndrome,4
MONDO:0009206,"factor V and factor VIII, combined deficiency of, type 1",4
MONDO:1012851,"cataract, MIP-related, giant panda",4
MONDO:0013627,3M syndrome 3,4
MONDO:0013630,"Meckel syndrome, type 9",4
MONDO:0013631,lung cancer susceptibility 5,4
MONDO:0013634,"neuropathy, hereditary sensory, type 2C",4
MONDO:0016469,"Ehlers-Danlos syndrome, vascular-like type",4
MONDO:0016470,Ehlers-Danlos/osteogenesis imperfecta syndrome,4
MONDO:0016473,familial rhabdoid tumor,4
MONDO:0000456,cerebral creatine deficiency syndrome,4
MONDO:0013615,craniosynostosis and dental anomalies,4
MONDO:0013616,"pigmented nodular adrenocortical disease, primary, 3",4
MONDO:0013622,platelet-type bleeding disorder 9,4
MONDO:0013623,platelet-type bleeding disorder 11,4
MONDO:0013626,"psoriasis 14, pustular",4
MONDO:0100138,X-linked recessive mitochondrial myopathy,4
MONDO:0100144,Uner Tan Syndrome,4
MONDO:0100148,X-linked complex neurodevelopmental disorder,4
MONDO:0100150,RYR1-related myopathy,4
MONDO:0001941,blindness (disorder),4
MONDO:0000990,acute subendocardial myocardial infarction,4
MONDO:0000992,heart conduction disease,4
MONDO:0000995,familial periodic paralysis,4
MONDO:0016206,idiopathic uveal effusion syndrome,4
MONDO:0016208,solitary rectal ulcer syndrome,4
MONDO:0016210,alternating hemiplegia,4
MONDO:0016215,spastic quadriplegic cerebral palsy,4
MONDO:0020646,ocular adnexal lymphoma,4
MONDO:0011549,hypotrichosis 1,4
MONDO:0011551,TH-deficient dopa-responsive dystonia,4
MONDO:0011555,radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome,4
MONDO:0011563,"fibromatosis, gingival, 2",4
MONDO:0016205,IRVAN syndrome,4
MONDO:0020674,vascular insufficiency disorder,4
MONDO:0020675,ischemic bowel disorder,4
MONDO:0020689,AIDS dementia complex,4
MONDO:0020693,glycogen storage disease due to liver phosphorylase kinase deficiency,4
MONDO:0007073,Hypoglossia-hypodactyly syndrome,4
MONDO:0021061,neurofibromatosis,4
MONDO:0021064,jugulotympanic paraganglioma,4
MONDO:0021065,pleural neoplasm,4
MONDO:0020669,paranasal sinus cancer,4
MONDO:0020672,vascular occlusion disorder,4
MONDO:0100125,hallucinogen-persisting perception disorder,4
MONDO:0100130,adult acute respiratory distress syndrome,4
MONDO:0100131,pediatric acute respiratory distress syndrome,4
MONDO:0001922,pyoureter,4
MONDO:0001928,suppurative cholangitis,4
MONDO:0001929,ascending cholangitis,4
MONDO:0001931,pericholangitis,4
MONDO:0001933,endocrine pancreas disorder,4
MONDO:0016479,silver-Russell syndrome due to 7p11.2p13 microduplication,4
MONDO:1012172,"shivers, horse",4
MONDO:1012173,"dysphagia-associated muscular dystrophy, dog",4
MONDO:1012174,"myasthenia, Amur tiger",4
MONDO:0000981,Histoplasma pericarditis,4
MONDO:0000984,thalassemia,4
MONDO:0000986,pleurisy,4
MONDO:1012166,"mitral valve disease, dog",4
MONDO:1012167,"lower motor neuron disease, dog",4
MONDO:1012168,"lower motor neuron disease, horse",4
MONDO:1012169,"lower motor neuron disease, pig",4
MONDO:1012170,"lower motor neuron disease, sheep",4
MONDO:1012171,"muscle contracture and chondrodysplasia, cattle",4
MONDO:0020639,monosomy,4
MONDO:0020640,autoimmune encephalitis,4
MONDO:0018356,secondary neonatal autoimmune disease,4
MONDO:0018359,neonatal dermatomyositis,4
MONDO:0018363,focal facial dermal dysplasia,4
MONDO:0019639,congenital megacalycosis,4
MONDO:0019662,"short rib-polydactyly syndrome, Majewski type",4
MONDO:0019666,"spondyloepimetaphyseal dysplasia, PAPSS2 type",4
MONDO:0018382,epiphysiolysis of the hip,4
MONDO:0018416,autosomal recessive spastic paraplegia type 59,4
MONDO:0018417,autosomal recessive spastic paraplegia type 60,4
MONDO:0005397,goiter,4
MONDO:0005399,venous thromboembolism,4
MONDO:0005406,gestational diabetes,4
MONDO:0005408,diabetes mellitus type 2 associated cataract,4
MONDO:0005411,gallbladder cancer,4
MONDO:0005412,duodenal ulcer,4
MONDO:0020648,rubella encephalitis,4
MONDO:0016226,specific language disorder,4
MONDO:0016231,capillary malformation,4
MONDO:0019626,isolated ankyloblepharon filiforme adnatum,4
MONDO:0019633,relapsing fever,4
MONDO:0019634,familial nasal acilia,4
MONDO:0019636,"renal agenesis, unilateral",4
MONDO:0018341,3q27.3 microdeletion syndrome,4
MONDO:0005855,molluscum contagiosum,4
MONDO:0019614,pituitary deficiency due to Rathke's pouch cysts,4
MONDO:0019617,pituitary deficiency due to empty sella turcica syndrome,4
MONDO:0019622,non-specific interstitial pneumonia,4
MONDO:0019623,hereditary angioedema,4
MONDO:0005420,hypothyroidism,4
MONDO:0005841,maxillary neoplasm,4
MONDO:0005845,meningoencephalitis,4
MONDO:0005846,microsporidiosis,4
MONDO:0005850,milker's nodule,4
MONDO:0005854,mixed connective tissue disease,4
MONDO:0019644,"renal dysplasia, unilateral",4
MONDO:0019645,"renal dysplasia, bilateral",4
MONDO:0016242,hemoglobin C disease,4
MONDO:0016243,hemoglobin E disease,4
MONDO:0016249,hereditary site-specific ovarian cancer syndrome,4
MONDO:0019911,maternal uniparental disomy of chromosome 4,4
MONDO:0019912,maternal uniparental disomy of chromosome 6,4
MONDO:0019913,silver-Russell syndrome due to maternal uniparental disomy of chromosome 7,4
MONDO:0019914,maternal uniparental disomy of chromosome 9,4
MONDO:0019915,maternal uniparental disomy of chromosome 14,4
MONDO:0019916,maternal uniparental disomy of chromosome 16,4
MONDO:0019917,maternal uniparental disomy of chromosome 20,4
MONDO:0019918,maternal uniparental disomy of chromosome 21,4
MONDO:0008816,Chiari malformation type II,4
MONDO:0008817,"arterial calcification, generalized, of infancy, 1",4
MONDO:0019909,ring chromosome 16,4
MONDO:0019910,maternal uniparental disomy of chromosome 2,4
MONDO:0016484,Usher syndrome type 2,4
MONDO:0016485,Usher syndrome type 3,4
MONDO:0016496,pharyngeal-cervical-brachial variant of Guillain-Barre syndrome,4
MONDO:0016497,paraparetic variant of Guillain-Barre syndrome,4
MONDO:0016501,Hermansky-Pudlak syndrome with pulmonary fibrosis,4
MONDO:0018342,Joubert syndrome with Jeune asphyxiating thoracic dystrophy,4
MONDO:0018353,refractory celiac disease,4
MONDO:0018354,Prader-Willi-like syndrome,4
MONDO:0005864,muscle cancer,4
MONDO:0016481,silver-Russell syndrome due to 11p15 microduplication,4
MONDO:0016482,silver-Russell syndrome due to maternal uniparental disomy of chromosome 11,4
MONDO:0016483,intracranial berry aneurysm,4
MONDO:1012155,"megaesophagus, domestic cat",4
MONDO:1012156,"megaesophagus, horse",4
MONDO:1012157,"megaesophagus, llama",4
MONDO:1012158,"megaesophagus, cattle",4
MONDO:1012159,"megaesophagus, goat",4
MONDO:1012160,"megaesophagus, sheep",4
MONDO:1012162,"congenital melanoma, pig",4
MONDO:1012147,"malignant hyperthermia, horse",4
MONDO:1012148,"malignant hyperthermia, pig",4
MONDO:1012149,"malignant hyperthermia, deer",4
MONDO:1012150,"malignant hyperthermia, cattle",4
MONDO:1012151,"malignant hyperthermia, rabbit",4
MONDO:1012152,"megakaryoblastic leukemia, dog",4
MONDO:1012153,"megaesophagus, dog",4
MONDO:1012154,"megaesophagus, domestic ferret",4
MONDO:0001899,rheumatic congestive heart failure,4
MONDO:0001902,congenital agammaglobulinemia,4
MONDO:0000961,endobronchial lipoma,4
MONDO:1012143,"multiple lipomatosis, cattle",4
MONDO:1012145,"malignant hyperthermia, dog",4
MONDO:1012146,"malignant hyperthermia, domestic cat",4
MONDO:1012200,"esophageal motility disorder, dog",4
MONDO:1012201,"osteochondroma causing progressive posterior paresis, dog",4
MONDO:1012202,"osteodystrophy, dog",4
MONDO:1012203,"osteodystrophy, domestic cat",4
MONDO:1012204,"osteodystrophy, cattle",4
MONDO:1012205,"osteodystrophy, rabbit",4
MONDO:0001897,bilateral hyperactive labyrinth,4
MONDO:0008832,right atrial isomerism,4
MONDO:0008833,renal-hepatic-pancreatic dysplasia 1,4
MONDO:0008822,"arthrogryposis, renal dysfunction, and cholestasis 1",4
MONDO:0008823,"arthrogryposis multiplex congenita 2, neurogenic type",4
MONDO:0008825,arthrogryposis multiplex congenita-whistling face syndrome,4
MONDO:0008826,"arthrogryposis-hyperkeratosis syndrome, lethal form",4
MONDO:0008828,camptodactyly-arthropathy-coxa vara-pericarditis syndrome,4
MONDO:0019930,Leydig cell hypoplasia due to complete LH resistance,4
MONDO:0019931,Leydig cell hypoplasia due to partial LH resistance,4
MONDO:0008818,arterial tortuosity syndrome,4
MONDO:0019919,maternal uniparental disomy of chromosome 22,4
MONDO:0019920,paternal uniparental disomy of chromosome 5,4
MONDO:0019921,paternal uniparental disomy of chromosome 6,4
MONDO:0019922,paternal uniparental disomy of chromosome 7,4
MONDO:0019923,Beckwith-Wiedemann syndrome due to paternal uniparental disomy of chromosome 11,4
MONDO:0019924,paternal uniparental disomy of chromosome 20,4
MONDO:0019925,paternal uniparental disomy of chromosome 21,4
MONDO:0019926,X small rings,4
MONDO:0019610,Zollinger-Ellison syndrome,4
MONDO:0020459,unstable hemoglobin disease,4
MONDO:0020460,acquired von willebrand syndrome,4
MONDO:0020466,monosomy X,4
MONDO:0020468,paternal uniparental disomy of chromosome 13,4
MONDO:0020472,Turner syndrome due to structural X chromosome anomalies,4
MONDO:0020475,dermotrichic syndrome,4
MONDO:0015176,undetermined colitis,4
MONDO:0015177,metaphyseal anadysplasia,4
MONDO:0015183,short bowel syndrome,4
MONDO:0016539,atypical hypotonia-cystinuria syndrome,4
MONDO:0019607,unspecified juvenile idiopathic arthritis,4
MONDO:0019609,Zellweger spectrum disorders,4
MONDO:0015146,classic lissencephaly,4
MONDO:0015148,lissencephaly type 3,4
MONDO:0015167,amniotic band syndrome,4
MONDO:0015170,congenital sodium diarrhea,4
MONDO:0015171,congenital enterocyte heparan sulfate deficiency,4
MONDO:0015175,autoimmune pancreatitis,4
MONDO:1012192,"neurological syndrome, horse",4
MONDO:1012193,"thalamic-cerebellar neuropathy, sheep",4
MONDO:1012194,"occipital dysplasia, dog",4
MONDO:1012195,"ocular squamous cell carcinoma, domestic cat",4
MONDO:1012196,"ocular squamous cell carcinoma, horse",4
MONDO:1012197,"ocular squamous cell carcinoma, cattle",4
MONDO:1012198,"ocular squamous cell carcinoma, goat",4
MONDO:1012199,"ocular squamous cell carcinoma, sheep",4
MONDO:1012181,"myoclonus epilepsy of Lafora, cattle",4
MONDO:1012182,"mitochondrial myopathy, dog",4
MONDO:1012183,"subacute progressive myopathy, dog",4
MONDO:1012184,"navicular disease, horse",4
MONDO:1012185,"necrotising myelopathy, dog",4
MONDO:1012189,"congenital neuromuscular disease, sheep",4
MONDO:1012190,"neurogenic muscular atrophy, dog",4
MONDO:1012191,"neurological syndrome, dog",4
MONDO:0001887,Allen-Masters syndrome,4
MONDO:1012175,"myasthenia, dog",4
MONDO:1012176,"myasthenia, domestic cat",4
MONDO:1012177,"myoclonus epilepsy of Lafora, fennec fox",4
MONDO:1012178,"myoclonus epilepsy of Lafora, dog",4
MONDO:1012179,"myoclonus epilepsy of Lafora, domestic cat",4
MONDO:1012180,"myoclonus epilepsy of Lafora, Eurasian elk",4
MONDO:0000947,psychosexual disorder,4
MONDO:0000948,xerophthalmia,4
MONDO:0000950,asthenopia,4
MONDO:0000958,neuroretinitis,4
MONDO:0001880,median rhomboid glossitis,4
MONDO:0015193,hydrops fetalis,4
MONDO:0015194,sideroblastic anemia,4
MONDO:0019903,ring chromosome 2,4
MONDO:0016550,"congenital primary megaureter, obstructed form",4
MONDO:0016551,"congenital primary megaureter, refluxing form",4
MONDO:0016552,"congenital primary megaureter, nonrefluxing and unobstructed form",4
MONDO:0016557,leukonychia totalis,4
MONDO:0016558,familial congenital mirror movements,4
MONDO:0016559,glaucoma secondary to spherophakia/ectopia lentis and megalocornea,4
MONDO:0015185,intestinal polyposis syndrome,4
MONDO:0019604,acquired monoclonal Ig light chain-associated Fanconi syndrome,4
MONDO:0016540,congenital secondary polycythemia,4
MONDO:0016542,IL10-related early-onset inflammatory bowel disease,4
MONDO:0016546,primary orthostatic tremor,4
MONDO:0016549,"primary megaureter, adult-onset form",4
MONDO:0020477,progeria-associated arthropathy,4
MONDO:0020435,"atrial septal defect, coronary sinus type",4
MONDO:0020440,persistent left superior vena cava connecting to the left-sided atrium,4
MONDO:0020441,right superior vena cava connecting to left-sided atrium,4
MONDO:0020442,left superior vena cava persisting to left-sided atrium,4
MONDO:0020443,absence of innominate vein,4
MONDO:0020444,subaortic course of innominate vein,4
MONDO:0020445,agenesis of the superior vena cava,4
MONDO:0020380,autosomal dominant cerebellar ataxia,4
MONDO:0019873,4p16.3 microduplication syndrome,4
MONDO:0019862,levocardia,4
MONDO:0020396,anomaly of the tricuspid valve chordae,4
MONDO:0020397,parachute tricuspid valve,4
MONDO:0016572,central bilateral macrogyria,4
MONDO:0019904,ring chromosome 3,4
MONDO:0019905,ring chromosome 9,4
MONDO:0019906,ring chromosome 11,4
MONDO:0019908,ring chromosome 15,4
MONDO:0015204,microlissencephaly,4
MONDO:0001860,folic acid deficiency anemia,4
MONDO:0001874,toxic labyrinthitis,4
MONDO:0000939,intracranial abscess,4
MONDO:0000942,corneal disorder,4
MONDO:1012229,"progressive spinal myelopathy, cattle",4
MONDO:1012230,"protein C deficiency, horse",4
MONDO:1012231,"pulmonary adenomatosis, dog",4
MONDO:1012232,"pulmonary adenomatosis, cattle",4
MONDO:1012233,"quaking, golden hamster",4
MONDO:1012235,"renal disease, dog",4
MONDO:1012236,"renal dysplasia and bladder aplasia-hypoplasia, sheep",4
MONDO:1012217,"polyarthritis, dog",4
MONDO:1012218,"polyarthritis, domestic cat",4
MONDO:1012220,"distal sensorimotor polyneuropathy, dog",4
MONDO:1012221,"portosystemic hepatic encephalopathy, dog",4
MONDO:1012222,"primary seborrhea-oleosa, domestic cat",4
MONDO:1012223,"progressive axonopathy, dog",4
MONDO:1012224,"progressive cerebellar abiotrophy, pig",4
MONDO:1012225,"progressive myopathy, pig",4
MONDO:1012209,"perosomus elumbis, pig",4
MONDO:1012210,"perosomus elumbis, cattle",4
MONDO:1012211,"perosomus elumbis, sheep",4
MONDO:1012212,"persistent right aortic arch, dog",4
MONDO:1012213,"persistent right aortic arch, domestic cat",4
MONDO:1012214,"persistent right aortic arch, puma",4
MONDO:1012215,"persistent right aortic arch, horse",4
MONDO:1012216,"platelet function defect, cattle",4
MONDO:0012289,myofibrillar myopathy 5,4
MONDO:0015253,Diamond-Blackfan anemia,4
MONDO:0015254,schistosomiasis,4
MONDO:0019824,non-acquired pituitary hormone deficiency,4
MONDO:0015252,severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome,4
MONDO:0012278,"supranuclear palsy, progressive, 2",4
MONDO:0020368,Axenfeld anomaly,4
MONDO:0020369,Chandler syndrome,4
MONDO:0020370,Cogan-Reese syndrome,4
MONDO:0020371,essential iris atrophy,4
MONDO:0015240,digitotalar dysmorphism,4
MONDO:0015241,arthrogryposis-like syndrome,4
MONDO:0015243,allergic bronchopulmonary aspergillosis,4
MONDO:0015247,opsoclonus-myoclonus syndrome,4
MONDO:0020356,coloboma of iris,4
MONDO:0020359,congenital symblepharon,4
MONDO:0020360,complete cryptophthalmia,4
MONDO:0020361,partial cryptophthalmia,4
MONDO:0020362,inverse Marcus-Gunn phenomenon,4
MONDO:0020366,congenital glaucoma,4
MONDO:0020367,juvenile open angle glaucoma,4
MONDO:0014179,inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 3,4
MONDO:0014183,"myopia 23, autosomal recessive",4
MONDO:0014187,"aortic aneurysm, familial thoracic 8",4
MONDO:0014192,primary ciliary dyskinesia 22,4
MONDO:0014193,primary ciliary dyskinesia 23,4
MONDO:0018339,PrP systemic amyloidosis,4
MONDO:0010954,"Wiskott-Aldrich syndrome, autosomal dominant form",4
MONDO:0015264,cryptogenic organizing pneumonia,4
MONDO:0014176,"hypotonia, infantile, with psychomotor retardation and characteristic facies",4
MONDO:0014177,"myopia 22, autosomal dominant",4
MONDO:0014178,inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 2,4
MONDO:0020119,X-linked syndromic intellectual disability,4
MONDO:0020120,skeletal muscle disorder,4
MONDO:0019830,congenital anomaly of the inferior vena cava,4
MONDO:0019832,acquired pituitary hormone deficiency,4
MONDO:0019835,primary hypophysitis,4
MONDO:0019840,acropectororenal dysplasia,4
MONDO:0020087,hereditary lipodystrophy,4
MONDO:0020088,familial partial lipodystrophy,4
MONDO:0020089,acquired lipodystrophy,4
MONDO:0020108,autoimmune hemolytic anemia,4
MONDO:0020112,vitamin B12- and folate-independent constitutional megaloblastic anemia,4
MONDO:0020117,alpha granule disease,4
MONDO:0014201,"developmental and epileptic encephalopathy, 18",4
MONDO:0014202,primary ciliary dyskinesia 24,4
MONDO:0014203,primary ciliary dyskinesia 25,4
MONDO:0018553,urachal diverticulum,4
MONDO:0015290,neurotrophic keratopathy,4
MONDO:0015293,segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome,4
MONDO:0015294,nephrogenic systemic fibrosis,4
MONDO:0015295,intractable diarrhea-choanal atresia-eye anomalies syndrome,4
MONDO:0015296,cardiac anomalies-heterotaxy syndrome,4
MONDO:0015299,Asherman syndrome,4
MONDO:0014200,aldosterone-producing adenoma with seizures and neurological abnormalities,4
MONDO:0015279,chronic mucocutaneous candidiasis,4
MONDO:0015280,cardiofaciocutaneous syndrome,4
MONDO:0015284,heart-hand syndrome type 2,4
MONDO:0015286,congenital disorder of glycosylation,4
MONDO:0019811,tricuspid valve agenesis,4
MONDO:0019813,congenital tricuspid stenosis,4
MONDO:0019814,straddling or overriding tricuspid valve,4
MONDO:0019815,accessory tricuspid valve tissue,4
MONDO:0001447,detrusor sphincter dyssynergia,4
MONDO:0001449,lymphocytic choriomeningitis,4
MONDO:0001465,superficial keratitis,4
MONDO:0001468,synovial plica syndrome,4
MONDO:0001854,lacrimal apparatus disorder,4
MONDO:0001855,rubeosis iridis,4
MONDO:1012207,"perosomus elumbis, dog",4
MONDO:1012208,"perosomus elumbis, horse",4
MONDO:1012265,"androgen insensitivity syndrome, domestic cat",4
MONDO:1012266,"androgen insensitivity syndrome, horse",4
MONDO:1012267,"androgen insensitivity syndrome, pig",4
MONDO:1012268,"androgen insensitivity syndrome, cattle",4
MONDO:1012270,"thrombasthenia, dog",4
MONDO:0001444,Chagas disease,4
MONDO:0001446,low compliance bladder,4
MONDO:1012256,"spina bifida with myelomeningocele, cattle",4
MONDO:1012257,"spina bifida with raduschisis, domestic cat",4
MONDO:1012258,"spinal dysplasia, domestic cat",4
MONDO:1012259,"spinal dysraphism, dog",4
MONDO:1012260,"spinal dysraphism, cattle",4
MONDO:1012261,"stringhalt, horse",4
MONDO:1012262,"stringhalt, cattle",4
MONDO:1012264,"androgen insensitivity syndrome, dog",4
MONDO:1012248,"sarcoid, ass",4
MONDO:1012249,"sarcoid, horse",4
MONDO:1012250,"spastic lameness, cattle",4
MONDO:1012251,"congenital lethal spasms, cattle",4
MONDO:1012252,"spastic paresis, pig",4
MONDO:1012253,"spastic paresis, cattle",4
MONDO:1012254,"spastic syndrome, cattle",4
MONDO:1012255,"spastic syndrome, sheep",4
MONDO:0014220,myopathy due to myoadenylate deaminase deficiency,4
MONDO:0014221,triosephosphate isomerase deficiency,4
MONDO:0015308,laminopathy type Decaudain-Vigouroux,4
MONDO:0015316,congenital laryngeal palsy,4
MONDO:0014206,severe early-onset pulmonary alveolar proteinosis due to MARS deficiency,4
MONDO:0014211,primary ciliary dyskinesia 26,4
MONDO:0014213,CTCF-related neurodevelopmental disorder,4
MONDO:0014215,primary ciliary dyskinesia 27,4
MONDO:0014216,primary ciliary dyskinesia 28,4
MONDO:0007919,lymphatic malformation 1,4
MONDO:0007920,lymphatic malformation 5,4
MONDO:0018310,Langerhans cell histiocytosis,4
MONDO:0007902,"lichen planus, familial",4
MONDO:0007908,multiple symmetric lipomatosis,4
MONDO:0007909,familial multiple lipomatosis,4
MONDO:0001428,pylorospasm,4
MONDO:0001433,vaginal disorder,4
MONDO:0000728,ptosis,4
MONDO:0001837,acute gonococcal salpingitis,4
MONDO:0001434,inflammatory spondylopathy,4
MONDO:0001441,pica disease,4
MONDO:1012297,"imperforate hymen, cattle",4
MONDO:1012298,"displaced abomasum, water buffalo",4
MONDO:1012299,"displaced abomasum, cattle",4
MONDO:1012300,"displaced abomasum, sheep",4
MONDO:1012301,"spondylosis deformans, dog",4
MONDO:1012302,"spondylosis deformans, domestic cat",4
MONDO:0001423,drug-induced mental disorder,4
MONDO:0001427,Dieulafoy lesion,4
MONDO:1012289,"progressive ataxia, cattle",4
MONDO:1012290,"chronic active hepatitis, dog",4
MONDO:1012291,"neonatal hepatitis, dog",4
MONDO:1012292,"subacute necrotising encephalopathy of Leigh, dog",4
MONDO:1012293,"subacute necrotising encephalopathy of Leigh, cattle",4
MONDO:1012294,"polymicrogyria and asymmetrical ventricular dilation, dog",4
MONDO:1012295,"axonopathy, cattle",4
MONDO:1012296,"imperforate hymen, horse",4
MONDO:1012281,"tremor, pig",4
MONDO:1012282,"tremor, cattle",4
MONDO:1012283,"tremor syndrome with central axonopathy, dog",4
MONDO:1012284,"stomach ulcer, pig",4
MONDO:1012285,"ventricular arrhythmias and sudden death, dog",4
MONDO:1012286,"warts between hooves, cattle",4
MONDO:1012287,"progressive ataxia, dog",4
MONDO:1012288,"progressive ataxia, pig",4
MONDO:0018540,PFAPA syndrome,4
MONDO:0018544,adrenoleukodystrophy,4
MONDO:0018551,patent urachus,4
MONDO:0018552,urachal sinus,4
MONDO:0007895,"platyspondylic dysplasia, Torrance type",4
MONDO:0007899,lichen sclerosus et atrophicus,4
MONDO:0007900,nonsyndromic congenital nail disorder 3,4
MONDO:0014229,"microphthalmia, syndromic 12",4
MONDO:0014241,"leukemia, acute lymphoblastic, susceptibility to, 3",4
MONDO:0014242,van Maldergem syndrome 2,4
MONDO:0015337,isolated craniosynostosis,4
MONDO:0014228,"corneal dystrophy, Fuchs endothelial, 8",4
MONDO:0018461,Angelman syndrome due to a point mutation,4
MONDO:0018462,Angelman syndrome due to imprinting defect in 15q11-q13,4
MONDO:0018465,insulin autoimmune syndrome,4
MONDO:0018469,pulmonary non-tuberculous mycobacterial infection,4
MONDO:0018472,familial isolated trichomegaly,4
MONDO:0018475,PRKAR1B-related neurodegenerative dementia with intermediate filaments,4
MONDO:0014243,Schaaf-Yang syndrome,4
MONDO:0014248,autism spectrum disorder - epilepsy - arthrogryposis syndrome,4
MONDO:0014250,familial hyperprolactinemia,4
MONDO:0014254,otofaciocervical syndrome 2,4
MONDO:0007888,hereditary leiomyomatosis and renal cell cancer,4
MONDO:0018486,visual snow syndrome,4
MONDO:0018489,autoimmune encephalopathy with parasomnia and obstructive sleep apnea,4
MONDO:0018500,cutaneous larva migrans,4
MONDO:0007881,"tooth agenesis, selective, 4",4
MONDO:0007885,Legg-Calve-Perthes disease,4
MONDO:0007886,uterine corpus leiomyoma,4
MONDO:1012273,"thrombopathia, dog",4
MONDO:1012274,"thrombopathia, pig",4
MONDO:1012279,"tremor, dog",4
MONDO:1012280,"tremor, domestic cat",4
MONDO:0001584,ocular motility disease,4
MONDO:0001586,mucopolysaccharidosis type 1,4
MONDO:0001588,chronic lacrimal gland enlargement,4
MONDO:0001592,prolapse of female genital organ,4
MONDO:0001410,postmenopausal atrophic vaginitis,4
MONDO:1012271,"thrombasthenia, domestic cat",4
MONDO:1012272,"thrombasthenia, horse",4
MONDO:0041167,carcinoid crisis,4
MONDO:0041366,acute epiglottitis,4
MONDO:0041526,pregnancy disorder with abortive outcome,4
MONDO:0001567,nephrocalcinosis,4
MONDO:0001571,gynecomastia disorder,4
MONDO:0001574,capillary disorder,4
MONDO:1012311,"motor neuron disease, dog",4
MONDO:1012312,"congenital erythropoietic porphyria, domestic cat",4
MONDO:1012313,"congenital erythropoietic porphyria, pig",4
MONDO:0044696,early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome,4
MONDO:0044699,SIN3A-related intellectual disability syndrome,4
MONDO:0044701,childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder,4
MONDO:0044702,X-linked external auditory canal atresia-dilated internal auditory canal-facial dysmorphism syndrome,4
MONDO:0041154,disorder of neck of urinary bladder,4
MONDO:0008846,atransferrinemia,4
MONDO:0010159,mismatch repair cancer syndrome 1,4
MONDO:0010160,tyrosinemia type II,4
MONDO:0007844,hypogonadotropic hypogonadism 2 with or without anosmia,4
MONDO:0007845,"Kaposi sarcoma, susceptibility to",4
MONDO:0007846,KBG syndrome,4
MONDO:0014262,Rienhoff syndrome,4
MONDO:0014263,8q24.3 microdeletion syndrome,4
MONDO:0014265,Alzheimer disease 18,4
MONDO:0008840,ataxia telangiectasia,4
MONDO:0012875,inflammatory bowel disease 21,4
MONDO:0012877,major affective disorder 8,4
MONDO:0012880,hypogonadotropic hypogonadism 5 with or without anosmia,4
MONDO:0012881,major affective disorder 7,4
MONDO:0012882,major affective disorder 9,4
MONDO:0018477,bilirubin encephalopathy,4
MONDO:0018479,congenital adrenal hyperplasia,4
MONDO:0007871,familial congenital nasolacrimal duct obstruction,4
MONDO:0007875,Larsen syndrome,4
MONDO:0016778,iatrogenic botulism,4
MONDO:0008858,Behr syndrome,4
MONDO:0016762,microcornea-corectopia-macular hypoplasia syndrome,4
MONDO:0016763,spondylometaphyseal dysplasia,4
MONDO:0016764,isolated anophthalmia-microphthalmia syndrome,4
MONDO:0007867,nonsyndromic congenital nail disorder 2,4
MONDO:0018456,polyarticular juvenile idiopathic arthritis,4
MONDO:0018460,Eales disease,4
MONDO:0008853,Barber-Say syndrome,4
MONDO:0008854,Bardet-Biedl syndrome 1,4
MONDO:0007848,autosomal dominant keratitis,4
MONDO:0007851,keratoconus 1,4
MONDO:0007862,Waardenburg syndrome type 3,4
MONDO:1012303,"masticatory muscle myositis, dog",4
MONDO:1012304,"hypocatalasia, domestic guinea pig",4
MONDO:1012305,"hypocatalasia, dog",4
MONDO:1012306,"cutaneous papillomatosis, horse",4
MONDO:1012307,"cutaneous papillomatosis, cattle",4
MONDO:1012308,"self-mutilation syndrome, horse",4
MONDO:1012309,"degenerative myeloencephalopathy, horse",4
MONDO:1012310,"neuronal abiotrophy, dog",4
MONDO:0041755,twin reversal arterial perfusion syndrome,4
MONDO:0041996,thallium poisoning,4
MONDO:0045051,cortical cataract,4
MONDO:0045052,benign osteogenic neoplasm,4
MONDO:0045057,delirium,4
MONDO:0045070,digestive system melanoma,4
MONDO:0045072,ectopic hormone secretion syndrome associated with neoplasia,4
MONDO:0001395,macular keratitis,4
MONDO:0001406,peripheral nervous system neoplasm,4
MONDO:0001407,tracheal cancer,4
