mondo_id,mondo_name,depth
MONDO:1011236,"microphthalmia, water buffalo",4
MONDO:1011238,"microphthalmia, dog",4
MONDO:0008751,corticosterone methyloxidase type 1 deficiency,4
MONDO:0008754,alopecia - contractures - dwarfism - intellectual disability syndrome,4
MONDO:0008759,oxoglutaricaciduria,4
MONDO:0008762,autosomal recessive Alport syndrome,4
MONDO:0023164,viral pericarditis,4
MONDO:0023152,fibrocartilaginous embolism,4
MONDO:0016381,hypertrichosis lanuginosa congenita,4
MONDO:0016387,mitochondrial oxidative phosphorylation disorder,4
MONDO:0016390,familial hypoparathyroidism,4
MONDO:0023134,febrile ulceronecrotic Mucha-Habermann disease,4
MONDO:1010937,"lymphosarcoma, pig",4
MONDO:0020354,coloboma of choroid and retina,4
MONDO:1011159,"osteoarthritis, koala",4
MONDO:1011160,"osteoarthritis, dog",4
MONDO:1011161,"osteoarthritis, domestic cat",4
MONDO:1011162,"osteoarthritis, horse",4
MONDO:1011163,"osteoarthritis, pig",4
MONDO:1011164,"osteoarthritis, cattle",4
MONDO:0004495,myotonic cataract,4
MONDO:0004496,myocarditis,4
MONDO:0004508,periapical periodontitis,4
MONDO:1010931,"polymyositis, dog",4
MONDO:1011199,"chondrodysplasia FGFR3-related, cattle",4
MONDO:1011200,"chondrodysplasia FGFR3-related, sheep",4
MONDO:1011201,"schmid metaphyseal chondrodysplasia dwarfism, pig",4
MONDO:1011202,"amelogenesis imperfecta, ENAM-related, dog",4
MONDO:1011203,"osteopetrosis with gingival hamartomas, cattle",4
MONDO:1011204,"spondylocostal dysostosis, autosomal recessive, dog",4
MONDO:1011206,"periodontitis, Rhesus monkey",4
MONDO:1011189,"spinal stenosis, dog",4
MONDO:1011190,"spinal stenosis, cattle",4
MONDO:1011192,"synovial chondromatosis, horse",4
MONDO:1011193,"craniosynostosis, rabbit",4
MONDO:1011194,"osteochondrodysplasia, dog",4
MONDO:1011195,"osteochondrodysplasia, domestic cat",4
MONDO:0008683,Wilms tumor 3,4
MONDO:0007999,holoprosencephaly 2,4
MONDO:0016379,erosive pustular dermatosis of the scalp,4
MONDO:0008667,von Hippel-Lindau disease,4
MONDO:0008670,Waardenburg syndrome type 1,4
MONDO:0008673,"acrofacial dysostosis, Weyers type",4
MONDO:0008679,Wilms tumor 1,4
MONDO:0008680,Wilms tumor 2,4
MONDO:0008681,WAGR syndrome,4
MONDO:0008653,vesicoureteral reflux 1,4
MONDO:0008660,autosomal dominant hypophosphatemic rickets,4
MONDO:0008661,vitiligo,4
MONDO:0008640,"vasculitis, lymphocytic, nodular",4
MONDO:0008644,velocardiofacial syndrome,4
MONDO:0008632,"urticaria, aquagenic",4
MONDO:0008633,Muckle-Wells syndrome,4
MONDO:0008634,"urticaria, familial localized heat",4
MONDO:0007145,aplasia cutis congenita,4
MONDO:0023224,inherited reflex epilepsy,4
MONDO:0016396,pontocerebellar hypoplasia type 1,4
MONDO:0016407,oligomeganephronia,4
MONDO:0016408,permanent congenital hypothyroidism,4
MONDO:0007440,major affective disorder 1,4
MONDO:0007443,congenital unilateral hypoplasia of depressor anguli oris,4
MONDO:0007429,"optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy",4
MONDO:1011173,"osteochondrosis, horse",4
MONDO:1011174,"osteochondrosis, pig",4
MONDO:1011165,"osteoarthritis, sheep",4
MONDO:1011166,"osteochondritis dissecans, snow leopard",4
MONDO:1011167,"osteochondritis dissecans, dog",4
MONDO:1011168,"osteochondritis dissecans, horse",4
MONDO:1011169,"osteochondrosis, raccoon dog",4
MONDO:1011171,"osteochondrosis, dog",4
MONDO:1011172,"osteochondrosis, domestic cat",4
MONDO:0020301,Prader-Willi syndrome due to paternal 15q11q13 deletion,4
MONDO:0020302,Angelman syndrome due to maternal 15q11q13 deletion,4
MONDO:0020303,Angelman syndrome due to paternal uniparental disomy of chromosome 15,4
MONDO:0020336,autosomal dominant Emery-Dreifuss muscular dystrophy,4
MONDO:0020341,periventricular nodular heterotopia,4
MONDO:0020344,postsynaptic congenital myasthenic syndrome,4
MONDO:1010917,"myopathy, dog",4
MONDO:1010918,"congenital myopathy, dog",4
MONDO:1010919,"congenital myopathy, goat",4
MONDO:1010920,"myositis ossificans, pig",4
MONDO:1010921,"myositis ossificans, cattle",4
MONDO:1010926,"congenital muscular dystonia, ATP2A1-related, cattle",4
MONDO:0024571,AIDS-related disorder,4
MONDO:0007447,autosomal dominant vibratory urticaria,4
MONDO:0007449,dermo-odonto dysplasia,4
MONDO:0007450,neurohypophyseal diabetes insipidus,4
MONDO:1010909,"muscular dystrophy, chicken",4
MONDO:1010915,"myopathy, golden hamster",4
MONDO:0007445,dermatopathia pigmentosa reticularis,4
MONDO:0007446,dermatosis papulosa nigra,4
MONDO:0004517,ureter tuberculosis,4
MONDO:0004531,sclerosing adenosis of breast,4
MONDO:0004534,microglandular adenosis of breast,4
MONDO:0023178,fragile X syndrome type 1,4
MONDO:0023179,fragile X syndrome type 2,4
MONDO:0023180,fragile X syndrome type 3,4
MONDO:0008622,tricho-retino-dento-digital syndrome,4
MONDO:0007136,hereditary anorectal anomalies,4
MONDO:0007137,isolated congenital anosmia,4
MONDO:0007138,anterior segment dysgenesis 1,4
MONDO:0008610,blue color blindness,4
MONDO:0008617,inflammatory bowel disease 11,4
MONDO:0008591,tremor-nystagmus-duodenal ulcer syndrome,4
MONDO:0008592,tricho-dento-osseous syndrome,4
MONDO:0008594,familial multiple discoid fibromas,4
MONDO:0008599,trigeminal neuralgia,4
MONDO:0008582,tooth and nail syndrome,4
MONDO:0008583,inherited torticollis,4
MONDO:0008586,esophageal atresia/tracheoesophageal fistula,4
MONDO:0008588,hereditary geniospasm,4
MONDO:0023232,giant cell myocarditis,4
MONDO:0023243,glass-chapman-hockley syndrome,4
MONDO:0023263,glyceraldehyde-3-phosphate dehydrogenase deficiency,4
MONDO:0008567,"thyroid cancer, nonmedullary, 1",4
MONDO:0016422,autoimmune polyendocrinopathy type 3,4
MONDO:0016423,autoimmune polyendocrinopathy type 4,4
MONDO:0016430,Balo concentric sclerosis,4
MONDO:0009397,neonatal severe primary hyperparathyroidism,4
MONDO:0024546,"hypertrophic osteoarthropathy, primary, autosomal recessive, 1",4
MONDO:0024547,pancreatic agenesis 1,4
MONDO:0024559,"aortic aneurysm, familial thoracic 1",4
MONDO:0024566,"febrile seizures, familial, 11",4
MONDO:0024568,infantile liver failure syndrome 1,4
MONDO:0024569,optic atrophy 8,4
MONDO:0024570,hyperparathyroidism 4,4
MONDO:0009387,familial lipoprotein lipase deficiency,4
MONDO:0009394,juvenile Paget disease,4
MONDO:0009395,hyperostosis corticalis generalisata,4
MONDO:0009383,transient familial neonatal hyperbilirubinemia,4
MONDO:0009386,hyperlexia,4
MONDO:0007134,Cooks syndrome,4
MONDO:0008565,familial thyroglossal duct cyst,4
MONDO:0007124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,4
MONDO:0007129,"tooth agenesis, selective, 1",4
MONDO:0007131,anonychia with flexural pigmentation,4
MONDO:0006120,C-cell hyperplasia,4
MONDO:0008564,DiGeorge syndrome,4
MONDO:0007116,hereditary neurocutaneous angioma,4
MONDO:0007118,isolated anhidrosis with normal sweat glands,4
MONDO:0023528,KSHV inflammatory cytokine syndrome,4
MONDO:0006117,breast diffuse large B-cell lymphoma,4
MONDO:0020247,congenital vitreoretinal dysplasia,4
MONDO:0020249,hereditary optic neuropathy,4
MONDO:0020252,essential strabismus,4
MONDO:0020257,supranuclear oculomotor palsy,4
MONDO:0020290,familial atrioventricular septal defect,4
MONDO:0024526,Zimmermann-Laband syndrome 1,4
MONDO:0024532,otofaciocervical syndrome 1,4
MONDO:0024533,"pulmonary hypertension, primary, 1",4
MONDO:0024536,glucocorticoid deficiency 1,4
MONDO:0024539,"choroidal dystrophy, central areolar, 1",4
MONDO:0024542,"cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 1",4
MONDO:0020246,inherited vitreoretinopathy,4
MONDO:0007478,autosomal dominant Kenny-Caffey syndrome,4
MONDO:0007485,"dyskeratosis congenita, autosomal dominant 1",4
MONDO:0005025,endocarditis,4
MONDO:0024523,aortic valve disease 1,4
MONDO:0020296,congenital arteriovenous fistula,4
MONDO:0020298,Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15,4
MONDO:0023297,guttate psoriasis,4
MONDO:0023388,pityriasis rotunda,4
MONDO:0023472,chondrodysplasia situs inversus imperforate anus polydactyly,4
MONDO:0008553,platelet-type bleeding disorder 17,4
MONDO:0008554,thrombocythemia 1,4
MONDO:0008555,thrombocytopenia 2,4
MONDO:0008556,"thrombocytopenia, cyclic",4
MONDO:0008558,autoimmune thrombocytopenic purpura,4
MONDO:0006098,atypical lobular breast hyperplasia,4
MONDO:0008542,tetralogy of fallot,4
MONDO:0008545,"thalassemia, beta+, silent allele",4
MONDO:0008552,platelet-type bleeding disorder 16,4
MONDO:0006077,adrenal medullary hyperplasia,4
MONDO:0006079,ameloblastic carcinoma,4
MONDO:0006086,angiomyxoma,4
MONDO:0006096,atypical endometrial hyperplasia,4
MONDO:0007503,ear without helix,4
MONDO:0007507,absence of fingerprints-congenital milia syndrome,4
MONDO:0024519,renal hypodysplasia/aplasia 1,4
MONDO:0024520,renal hypodysplasia/aplasia 3,4
MONDO:0024521,"aortic aneurysm, familial abdominal, 1",4
MONDO:0007489,dysplasia epiphysealis hemimelica,4
MONDO:0007490,carpotarsal osteochondromatosis,4
MONDO:1010690,"AA amyloidosis, pig",4
MONDO:1010691,"AA amyloidosis, cattle",4
MONDO:1010692,"AA amyloidosis, goat",4
MONDO:1010693,"AA amyloidosis, sheep",4
MONDO:1010694,"AL amyloidosis, domestic cat",4
MONDO:1010695,"AL amyloidosis, horse",4
MONDO:0024516,familial acne inversa,4
MONDO:1010683,"AA amyloidosis, chicken",4
MONDO:1010684,"AA amyloidosis, bats",4
MONDO:1010685,"AA amyloidosis, white-tufted-ear marmoset",4
MONDO:1010686,"AA amyloidosis, dog",4
MONDO:1010687,"AA amyloidosis, red fox",4
MONDO:1010688,"AA amyloidosis, domestic cat",4
MONDO:1010689,"AA amyloidosis, Sumatran tiger",4
MONDO:0008523,Blau syndrome,4
MONDO:0010206,hypotrichosis 8,4
MONDO:0025114,"protozoan infections, animal",4
MONDO:0010194,Weill-Marchesani syndrome 1,4
MONDO:0010197,"whistling face syndrome, recessive form",4
MONDO:0010199,white forelock with malformations,4
MONDO:0010203,"intellectual disability, Wolff type",4
MONDO:0007527,"Ehlers-Danlos syndrome, periodontitis type",4
MONDO:0007528,"Ehlers-Danlos syndrome, autosomal dominant, type unspecified",4
MONDO:0007533,elliptocytosis 2,4
MONDO:0007534,Beckwith-Wiedemann syndrome,4
MONDO:1010649,"hypereosinophilic syndrome, horse",4
MONDO:1010650,"Pelger-Huet anomaly, dog",4
MONDO:0007519,Edinburgh malformation syndrome,4
MONDO:0007520,"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1",4
MONDO:0007522,"Ehlers-Danlos syndrome, classic type",4
MONDO:0007523,"Ehlers-Danlos syndrome, hypermobility type",4
MONDO:0007525,"Ehlers-Danlos syndrome, arthrochalasia type",4
MONDO:0007526,"Ehlers-Danlos syndrome, spondylodysplastic type",4
MONDO:0005053,ischemic disease,4
MONDO:0005055,Kaposi's sarcoma,4
MONDO:0007511,"ectodermal dysplasia, trichoodontoonychial type",4
MONDO:0007508,Rapp-Hodgkin syndrome,4
MONDO:0007510,Clouston syndrome,4
MONDO:0005041,glaucoma,4
MONDO:0025354,"spermatogenic failure, X-linked, 3",4
MONDO:0025371,Parvoviridae infectious disease,4
MONDO:0010216,xeroderma pigmentosum group G,4
MONDO:0010222,X-linked Opitz G/BBB syndrome,4
MONDO:0008519,multiple synostoses syndrome 1,4
MONDO:0008520,brachydactyly-elbow wrist dysplasia syndrome,4
MONDO:0025293,poult enteritis mortality syndrome,4
MONDO:0025294,tick-borne infectious disease,4
MONDO:0010212,xeroderma pigmentosum group D,4
MONDO:0010215,xeroderma pigmentosum group F,4
MONDO:0006055,sex cord-stromal tumor,4
MONDO:0006065,lactose intolerance adult type,4
MONDO:1010677,"microtia, sheep",4
MONDO:1010678,"AA amyloidosis, island gray fox",4
MONDO:1010680,"AA amyloidosis, cheetah",4
MONDO:1010681,"AA amyloidosis, northern tree shrew",4
MONDO:0005070,neoplasm,4
MONDO:0005072,neuroblastoma,4
MONDO:1010669,"myeloperoxidase deficiency, dog",4
MONDO:1010675,"anotia, cattle",4
MONDO:1010676,"microtia, pig",4
MONDO:1010659,"thrombocytopenia, dog",4
MONDO:1010660,"thrombocytopenia, domestic cat",4
MONDO:1010661,"thrombocytopenia, horse",4
MONDO:1010662,"thrombocytopenia, cattle",4
MONDO:1010665,"Evans syndrome, horse",4
MONDO:1010666,"Scott Syndrome, dog",4
MONDO:1010668,"factor XIII deficiency, cattle",4
MONDO:1010651,"Pelger-Huet anomaly, domestic cat",4
MONDO:1010652,"Pelger-Huet anomaly, rabbit",4
MONDO:1010653,"polycythemia, dog",4
MONDO:1010654,"polycythemia, domestic cat",4
MONDO:1010655,"polycythemia, llama",4
MONDO:1010656,"polycythemia, cattle",4
MONDO:1010657,"prekallikrein deficiency, dog",4
MONDO:1010658,"prekallikrein deficiency, horse",4
MONDO:0008501,Sturge-Weber syndrome,4
MONDO:0008502,"sulfhemoglobinemia, congenital",4
MONDO:0008504,supravalvular aortic stenosis,4
MONDO:0006039,infectious colitis,4
MONDO:0008492,stiff skin syndrome,4
MONDO:0008493,overhydrated hereditary stomatocytosis,4
MONDO:0008494,cryohydrocytosis,4
MONDO:0025488,"leukemia, feline",4
MONDO:0010226,"46,XY sex reversal 2",4
MONDO:0025445,Wieacker-Wolff syndrome (spectrum),4
MONDO:0025478,"venereal tumors, veterinary",4
MONDO:0025483,"mammary neoplasms, animal",4
MONDO:0025404,coronaviral enteritis of turkeys,4
MONDO:0006022,acidosis disorder,4
MONDO:0006025,autosomal recessive disease,4
MONDO:0006030,chronic cystitis,4
MONDO:0006031,chronic rhinosinusitis,4
MONDO:0006036,granulosa cell tumor,4
MONDO:0008476,"spondyloepimetaphyseal dysplasia, Strudwick type",4
MONDO:0008478,"spondylometaphyseal dysplasia, Schmidt type",4
MONDO:0008479,"spondylometaphyseal dysplasia, 'corner fracture' type",4
MONDO:0008485,sebocystomatosis,4
MONDO:0010261,"microphthalmia, syndromic 2",4
MONDO:0025512,type II hypersensitivity reaction disease,4
MONDO:0025513,autoimmune urticaria,4
MONDO:0025514,livedoid vasculopathy,4
MONDO:1010325,"congenital nystagmus, non-human animal",4
MONDO:1010328,"retinoschisis, non-human animal",4
MONDO:1010329,"Leber congenital amaurosis, non-human animal",4
MONDO:1010334,"retinitis pigmentosa, non-human animal",4
MONDO:0005100,systemic sclerosis,4
MONDO:0007559,photoparoxysmal response 1,4
MONDO:0007562,"multiple epiphyseal dysplasia, Beighton type",4
MONDO:0007537,lateral meningocele syndrome,4
MONDO:0007568,"aortic aneurysm, familial thoracic 4",4
MONDO:0006754,esophageal diverticulosis,4
MONDO:0006757,extrahepatic cholestasis,4
MONDO:1010643,"hemophilia B, dog",4
MONDO:1010644,"hemophilia B, domestic cat",4
MONDO:1010645,"hemophilia B, horse",4
MONDO:1010646,"hemophilia B, pig",4
MONDO:1010647,"hypereosinophilic syndrome, dog",4
MONDO:1010648,"hypereosinophilic syndrome, domestic cat",4
MONDO:0007564,pilomatrixoma,4
MONDO:0007566,multiple self-healing squamous epithelioma,4
MONDO:1010635,"factor X deficiency, domestic cat",4
MONDO:1010636,"factor XI deficiency, dog",4
MONDO:1010637,"factor XI deficiency, domestic cat",4
MONDO:1010638,"factor XI deficiency, cattle",4
MONDO:1010639,"factor XII deficiency, dog",4
MONDO:1010640,"factor XII deficiency, domestic cat",4
MONDO:1010641,"factor XII deficiency, killer whale",4
MONDO:1010642,"factor XII deficiency, common bottlenose dolphin",4
MONDO:1010343,"diabetic cataract, non-human animal",4
MONDO:1010350,"macular corneal dystrophy, non-human animal",4
MONDO:1010351,"age-related macular degeneration, non-human animal",4
MONDO:1010633,"factor VII deficiency, Asiatic elephant",4
MONDO:1010634,"factor X deficiency, dog",4
MONDO:0010237,X-linked intellectual disability-plagiocephaly syndrome,4
MONDO:0010239,lissencephaly type 1 due to doublecortin gene mutation,4
MONDO:0010242,"fetal akinesia syndrome, X-linked",4
MONDO:0010243,X-linked immunoneurologic disorder,4
MONDO:0010257,"prostate cancer, hereditary, X-linked 1",4
MONDO:0006001,urinary schistosomiasis,4
MONDO:0006005,Venezuelan equine encephalitis,4
MONDO:0006007,vesicoureteral reflux,4
MONDO:0006008,vestibular neuronitis,4
MONDO:0006011,viral hepatitis,4
MONDO:0006014,vulvovaginal candidiasis,4
MONDO:0026731,"hypothyroidism, congenital, nongoitrous, 8",4
MONDO:0026732,"hypothyroidism, congenital, nongoitrous, 9",4
MONDO:0026763,"holoprosencephaly 13, X-linked",4
MONDO:0026767,"immunodeficiency 74, COVID-19-related, X-linked",4
MONDO:0007995,"microphthalmia, isolated, with cataract 1",4
MONDO:0006000,tuberculous peritonitis,4
MONDO:0025708,megacystis-microcolon-intestinal hypoperistalsis syndrome 2,4
MONDO:0026045,prurigo nodularis,4
MONDO:0026404,"X inactivation, familial skewed, 1",4
MONDO:0026426,"X inactivation, familial skewed, 2",4
MONDO:0026721,"mitochondrial complex I deficiency, nuclear type 30",4
MONDO:0006791,hyperemesis gravidarum,4
MONDO:1010291,"achondroplasia, non-human animal",4
MONDO:0006773,gonadal tissue neoplasm,4
MONDO:0006777,hairy tongue,4
MONDO:0006779,heart aneurysm,4
MONDO:0007576,esophageal cancer,4
MONDO:0007590,hemifacial hypertrophy,4
MONDO:0007595,"factor VII and Factor VIII, combined deficiency of",4
MONDO:0006764,fungal meningitis,4
MONDO:0007570,erythema palmare hereditarium,4
MONDO:0007571,primary erythermalgia,4
MONDO:0007572,primary familial polycythemia due to EPO receptor mutation,4
MONDO:0007573,"erythroleukemia, familial, susceptibility to",4
MONDO:0007574,spinocerebellar ataxia type 34,4
MONDO:0007987,Kniest dysplasia,4
MONDO:0007988,autosomal dominant primary microcephaly,4
MONDO:0007990,multiple benign circumferential skin creases on limbs,4
MONDO:0007992,microcornea-glaucoma-absent frontal sinuses syndrome,4
MONDO:0025690,"microcephaly, epilepsy, and diabetes syndrome 2",4
MONDO:0025699,Coffin-Siris syndrome 12,4
MONDO:0007971,delayed membranous cranial ossification,4
MONDO:0007972,Meniere disease,4
MONDO:0008223,hypokalemic periodic paralysis,4
MONDO:0008226,"periodontitis, aggressive 1",4
MONDO:0008231,Peyronie disease,4
MONDO:0007956,Pai syndrome,4
MONDO:0007961,"megalencephaly, autosomal dominant",4
MONDO:0007965,"melanoma, malignant familial intraocular",4
MONDO:0007966,susceptibility to uveal melanoma,4
MONDO:0007967,melanoma and neural system tumor syndrome,4
MONDO:0007949,Marshall syndrome,4
MONDO:0007950,mastocytosis,4
MONDO:0008214,Pelger-Huet anomaly,4
MONDO:0008215,adult-onset autosomal dominant demyelinating leukodystrophy,4
MONDO:0008218,Hailey-Hailey disease,4
MONDO:0008222,Andersen-Tawil syndrome,4
MONDO:0008206,benign paroxysmal tonic upgaze of childhood with ataxia,4
MONDO:0008207,chondromalacia patellae,4
MONDO:0008209,Char syndrome,4
MONDO:0008211,"pseudoleprechaunism syndrome, Patterson type",4
MONDO:0006792,hyperglobulinemic purpura,4
MONDO:0006794,hypersensitivity vasculitis,4
MONDO:0006795,hypersplenism,4
MONDO:0006797,hypertensive retinopathy,4
MONDO:0006798,hypervitaminosis A,4
MONDO:1010314,"Van den Ende-Gupta syndrome, non-human animal",4
MONDO:1010316,"hypophosphatasia, non-human animal",4
MONDO:1010292,"ankylosing spondylitis, non-human animal",4
MONDO:1010300,"osteopetrosis, non-human animal",4
MONDO:0005833,lymphatic system disorder,4
MONDO:0009577,megalocornea-intellectual disability syndrome,4
MONDO:1010238,"leukodystrophy, non-human animal",4
MONDO:1010239,"peripheral neuropathy, non-human animal",4
MONDO:1010241,"giant axonal neuropathy, non-human animal",4
MONDO:1010243,"cerebellar degeneration, non-human animal",4
MONDO:1010244,"L-2-hydroxyglutaricacidemia, non-human animal",4
MONDO:1010245,"hyperekplexia, non-human animal",4
MONDO:0006807,intestinal perforation,4
MONDO:0006810,intracranial hypertension,4
MONDO:0006814,iritis,4
MONDO:0005820,Lassa fever,4
MONDO:0005828,listeriosis,4
MONDO:0005830,lumpy skin disease,4
MONDO:0005832,lymphangitis,4
MONDO:0007614,congenital fibrosis of extraocular muscles,4
MONDO:0007617,Coffin-Siris syndrome 1,4
MONDO:0007619,isolated congenital adermatoglyphia,4
MONDO:0007620,fish eye disease,4
MONDO:0006802,inappropriate ADH syndrome,4
MONDO:0006806,intermediate uveitis,4
MONDO:0007601,"familial Mediterranean fever, autosomal dominant",4
MONDO:0007608,desmoid tumor,4
MONDO:0007609,"fibromatosis, gingival, 1",4
MONDO:0007610,gingival fibromatosis-hypertrichosis syndrome,4
MONDO:1011512,"glaucoma, horse",4
MONDO:0007938,"46,XY sex reversal 4",4
MONDO:0007944,Treacher Collins syndrome 1,4
MONDO:0008198,parietal foramina with cleidocranial dysplasia,4
MONDO:1011503,"Fanconi syndrome, dog",4
MONDO:1011504,"Fanconi syndrome, horse",4
MONDO:1011505,"fibrocartilaginous embolic myelopathy, horse",4
MONDO:1011507,"Gaucher disease, dog",4
MONDO:1011508,"Gaucher disease, pig",4
MONDO:1011509,"Gaucher disease, sheep",4
MONDO:1011510,"glaucoma, dog",4
MONDO:1011511,"glaucoma, domestic cat",4
MONDO:1011494,"Ehlers-Danlos syndrome, domestic cat",4
MONDO:1011495,"Ehlers-Danlos syndrome, horse",4
MONDO:1011496,"Ehlers-Danlos syndrome, rabbit",4
MONDO:1011497,"Ehlers-Danlos syndrome, sheep",4
MONDO:1011499,"epidermolysis bullosa simplex, cattle",4
MONDO:1011500,"epidermolysis bullosa simplex, dog",4
MONDO:1011501,"epidermolysis bullosa simplex, water buffalo",4
MONDO:1011502,"Fanconi syndrome, cattle",4
MONDO:1011486,"complement component 2 deficiency, domestic guinea pig",4
MONDO:1011487,"complement component 3 deficiency, dog",4
MONDO:1011488,"complement component 3 deficiency, domestic guinea pig",4
MONDO:1011489,"complement component 3 deficiency, rabbit",4
MONDO:1011490,"complement component 6 deficiency, rabbit",4
MONDO:1011491,"Diamond-Blackfan anemia, dog",4
MONDO:1011492,"Ehlers-Danlos syndrome, American mink",4
MONDO:1011493,"Ehlers-Danlos syndrome, dog",4
MONDO:0009578,neurocutaneous melanocytosis,4
MONDO:0009584,"intellectual disability, Buenos-Aires type",4
MONDO:0009592,metaphyseal acroscyphodysplasia,4
MONDO:0004751,disease of orbital part of eye adnexa,4
MONDO:1010278,"persistent Mullerian duct syndrome, non-human animal",4
MONDO:1010265,"renal hypoplasia, unilateral, non-human animal",4
MONDO:1010266,"renal hypoplasia, bilateral, non-human animal",4
MONDO:1010270,"alkaptonuria, non-human animal",4
MONDO:1010252,"succinic semialdehyde dehydrogenase deficiency, non-human animal",4
MONDO:1010258,"glomerulonephritis, non-human animal",4
MONDO:1010260,"nephrolithiasis, non-human animal",4
MONDO:1010618,"microcephaly, sheep",4
MONDO:1010622,"situs inversus, domestic cat",4
MONDO:1010623,"situs inversus, horse",4
MONDO:1010624,"situs inversus, cattle",4
MONDO:1010627,"Chediak-Higashi syndrome, American mink",4
MONDO:1010628,"Chediak-Higashi syndrome, Arctic fox",4
MONDO:1010629,"Chediak-Higashi syndrome, domestic cat",4
MONDO:1010630,"Chediak-Higashi syndrome, killer whale",4
MONDO:0005118,human granulocytic anaplasmosis,4
MONDO:0005120,Drosophila C virus infection,4
MONDO:1010611,"thyroiditis, dog",4
MONDO:1010612,"pheochromocytoma, domestic cat",4
MONDO:1010613,"hyperaldosteronism, domestic cat",4
MONDO:1010614,"congenital adrenal hyperplasia due to 11-beta hydroxylase deficiency, domestic cat",4
MONDO:0004778,epididymo-orchitis,4
MONDO:0004780,strictly posterior acute myocardial infarction,4
MONDO:0005116,Whipple disease,4
MONDO:0005117,Aeromonas hydrophila infectious disease,4
MONDO:0004756,nasal cavity neoplasm,4
MONDO:0004758,scotoma,4
MONDO:0004760,urethral false passage,4
MONDO:0004764,fibular collateral ligament bursitis,4
MONDO:0004767,vesiculitis,4
MONDO:0004768,keratoconjunctivitis,4
MONDO:0004770,exophthalmos,4
MONDO:0007924,Bannayan-Riley-Ruvalcaba syndrome,4
MONDO:0007930,"Bernard-Soulier syndrome, type A2, autosomal dominant",4
MONDO:0026777,VEXAS syndrome,4
MONDO:1011485,"calcinosis circumscripta, dog",4
MONDO:0007648,hereditary diffuse gastric adenocarcinoma,4
MONDO:0007653,genochondromatosis,4
MONDO:0007655,fissured tongue,4
MONDO:0007656,Gerstmann-Straussler-Scheinker syndrome,4
MONDO:0007384,congenital trigeminal anesthesia,4
MONDO:0007387,Cornelia de Lange syndrome 1,4
MONDO:0007389,spondylocostal dysostosis 5,4
MONDO:0007375,epithelial basement membrane dystrophy,4
MONDO:0007377,granular corneal dystrophy type I,4
MONDO:0007378,posterior polymorphous corneal dystrophy 1,4
MONDO:0007380,lattice corneal dystrophy type I,4
MONDO:0005528,inborn vitamin metabolic disorder,4
MONDO:0007372,"cornea plana 1, autosomal dominant",4
MONDO:0005517,pharynx cancer,4
MONDO:0005525,T-cell leukemia,4
MONDO:0005526,tetanus,4
MONDO:1011764,"ichthyosis fetalis, non-human animal",4
MONDO:0004802,pulmonary eosinophilia,4
MONDO:0004803,disseminated eosinophilic collagen disease,4
MONDO:0004786,chronic cholangitis,4
MONDO:0004790,fatty liver disease,4
MONDO:0004799,ulcerative blepharitis,4
MONDO:0004800,chronic dacryoadenitis,4
MONDO:0004801,unilateral hypoactive labyrinth,4
MONDO:1010234,"olivopontocerebellar atrophy, non-human animal",4
MONDO:1010235,"spinal muscular atrophy, non-human animal",4
MONDO:1010237,"polymicrogyria, non-human animal",4
MONDO:0005122,Pectobacterium carotovorum infection,4
MONDO:0004782,diabetes insipidus,4
MONDO:0004784,allergic asthma,4
MONDO:1010631,"Chediak-Higashi syndrome, cattle",4
MONDO:1010632,"factor VII deficiency, dog",4
MONDO:1010231,"Huntington disease, non-human animal",4
MONDO:1010232,"hydranencephaly, non-human animal",4
MONDO:1011516,"glaucoma, rabbit",4
MONDO:1011517,"glaucoma, Rhesus monkey",4
MONDO:1011519,"hemophilia A, cattle",4
MONDO:1011520,"hemophilia A, crab-eating macaque",4
MONDO:1011521,"hemophilia A, dog",4
MONDO:1011522,"hemophilia A, domestic cat",4
MONDO:0005510,hydronephrosis,4
MONDO:0005515,oral cavity cancer,4
MONDO:0005516,osteochondrodysplasia,4
MONDO:0007093,hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism,4
MONDO:0007095,ameloonychohypohidrotic syndrome,4
MONDO:0007101,familial primary localized cutaneous amyloidosis,4
MONDO:0005136,malaria,4
MONDO:0005141,Pseudomonas infection,4
MONDO:0005147,type 1 diabetes mellitus,4
MONDO:0004821,nasopharyngeal disorder,4
MONDO:0004826,urethral calculus,4
MONDO:1010606,"congenital hypothyroidism, sheep",4
MONDO:1010607,"exocrine pancreatic insufficiency, dog",4
MONDO:1010608,"exocrine pancreatic insufficiency, domestic cat",4
MONDO:1010609,"exocrine pancreatic insufficiency, tiger",4
MONDO:1010610,"thyroiditis, domestic guinea pig",4
MONDO:1010598,"hypoparathyroidism, dog",4
MONDO:1010599,"hypoparathyroidism, domestic cat",4
MONDO:1010600,"hypoparathyroidism, horse",4
MONDO:1010602,"congenital hypothyroidism, dog",4
MONDO:1010603,"congenital hypothyroidism, domestic cat",4
